question,answer
"t0:0.0, p0:22.3, v0:0.81.2.0? ",23.82
"t0:0.0, p0:98.07, v0:-0.57.2.0? ",96.83
"t0:0.0, p0:49.52, v0:-1.0.2.0? ",47.42
"t0:0.0, p0:8.3, v0:0.88.2.0? ",9.96
"t0:0.0, p0:17.58, v0:-0.14.2.0? ",17.2
"t0:0.0, p0:46.41, v0:-0.31.2.0? ",45.69
"t0:0.0, p0:77.09, v0:-0.48.2.0? ",76.03
"t0:0.0, p0:38.76, v0:0.7.2.0? ",40.06
"t0:0.0, p0:0.42, v0:-0.67.1.0? ",0.0
"t0:0.0, p0:8.53, v0:-0.98.2.0? ",6.47
"t0:0.0, p0:52.53, v0:-0.63.2.0? ",51.17
"t0:0.0, p0:78.99, v0:-0.61.2.0? ",77.67
"t0:0.0, p0:19.13, v0:0.67.2.0? ",20.37
"t0:0.0, p0:93.28, v0:0.58.2.0? ",94.34
"t0:0.0, p0:77.13, v0:0.39.2.0? ",77.81
"t0:0.0, p0:11.87, v0:0.03.2.0? ",11.83
"t0:0.0, p0:62.3, v0:0.34.2.0? ",62.88
"t0:0.0, p0:78.42, v0:-0.5.2.0? ",77.32
"t0:0.0, p0:91.78, v0:-0.0.2.0? ",91.68
"t0:0.0, p0:54.52, v0:0.24.2.0? ",54.9
"t0:0.0, p0:34.33, v0:0.34.2.0? ",34.91
"t0:0.0, p0:88.33, v0:-0.25.2.0? ",87.73
"t0:0.0, p0:22.78, v0:0.68.2.0? ",24.04
"t0:0.0, p0:33.64, v0:-0.51.2.0? ",32.52
"t0:0.0, p0:77.93, v0:-0.75.2.0? ",76.33
"t0:0.0, p0:92.53, v0:0.14.2.0? ",92.71
"t0:0.0, p0:21.04, v0:0.23.2.0? ",21.4
"t0:0.0, p0:49.85, v0:-0.2.2.0? ",49.35
"t0:0.0, p0:62.57, v0:-0.07.2.0? ",62.33
"t0:0.0, p0:53.37, v0:0.86.2.0? ",54.99
"t0:0.0, p0:47.64, v0:-0.02.2.0? ",47.5
"t0:0.0, p0:25.24, v0:-0.78.2.0? ",23.58
"t0:0.0, p0:92.87, v0:0.97.2.0? ",94.71
"t0:0.0, p0:99.24, v0:0.74.2.0? ",100.62
"t0:0.0, p0:83.27, v0:0.78.2.0? ",84.73
"t0:0.0, p0:11.49, v0:0.75.2.0? ",12.89
"t0:0.0, p0:93.45, v0:-0.12.2.0? ",93.11
"t0:0.0, p0:60.92, v0:-0.11.2.0? ",60.6
"t0:0.0, p0:51.42, v0:0.68.2.0? ",52.68
"t0:0.0, p0:78.85, v0:0.52.2.0? ",79.79
"t0:0.0, p0:98.1, v0:-0.18.2.0? ",97.64
"t0:0.0, p0:72.27, v0:-0.93.2.0? ",70.31
"t0:0.0, p0:77.82, v0:-0.0.2.0? ",77.72
"t0:0.0, p0:54.86, v0:-0.06.2.0? ",54.64
"t0:0.0, p0:60.24, v0:-0.75.2.0? ",58.64
"t0:0.0, p0:81.61, v0:0.75.2.0? ",83.01
"t0:0.0, p0:0.77, v0:-0.86.1.0? ",0.0
"t0:0.0, p0:52.15, v0:0.26.2.0? ",52.57
"t0:0.0, p0:86.52, v0:0.52.2.0? ",87.46
"t0:0.0, p0:49.36, v0:-0.42.2.0? ",48.42
"t0:0.0, p0:37.83, v0:-0.43.2.0? ",36.87
"t0:0.0, p0:53.4, v0:0.83.2.0? ",54.96
"t0:0.0, p0:19.42, v0:0.07.2.0? ",19.46
"t0:0.0, p0:98.06, v0:0.9.2.0? ",99.76
"t0:0.0, p0:29.88, v0:0.26.2.0? ",30.3
"t0:0.0, p0:45.44, v0:0.7.2.0? ",46.74
"t0:0.0, p0:93.85, v0:0.07.2.0? ",93.89
"t0:0.0, p0:11.89, v0:0.86.2.0? ",13.51
"t0:0.0, p0:97.51, v0:0.13.2.0? ",97.67
"t0:0.0, p0:23.65, v0:0.04.2.0? ",23.63
"t0:0.0, p0:66.05, v0:0.17.2.0? ",66.29
"t0:0.0, p0:23.38, v0:0.08.2.0? ",23.44
"t0:0.0, p0:45.54, v0:-0.05.2.0? ",45.34
"t0:0.0, p0:7.12, v0:-0.88.2.0? ",5.26
"t0:0.0, p0:80.04, v0:0.91.2.0? ",81.76
"t0:0.0, p0:20.45, v0:-0.7.2.0? ",18.95
"t0:0.0, p0:84.72, v0:-0.65.2.0? ",83.32
"t0:0.0, p0:57.95, v0:-0.25.2.0? ",57.35
"t0:0.0, p0:18.34, v0:-0.86.2.0? ",16.52
"t0:0.0, p0:20.82, v0:0.31.2.0? ",21.34
"t0:0.0, p0:21.17, v0:0.46.2.0? ",21.99
"t0:0.0, p0:44.66, v0:-0.01.2.0? ",44.54
"t0:0.0, p0:52.33, v0:-0.58.2.0? ",51.07
"t0:0.0, p0:38.7, v0:-0.65.2.0? ",37.3
"t0:0.0, p0:28.58, v0:-0.61.2.0? ",27.26
"t0:0.0, p0:48.84, v0:0.9.2.0? ",50.54
"t0:0.0, p0:50.01, v0:0.78.2.0? ",51.47
"t0:0.0, p0:97.65, v0:0.67.2.0? ",98.89
"t0:0.0, p0:6.66, v0:0.13.2.0? ",6.82
"t0:0.0, p0:22.99, v0:0.99.2.0? ",24.87
"t0:0.0, p0:73.79, v0:-0.72.2.0? ",72.25
"t0:0.0, p0:53.3, v0:-0.01.2.0? ",53.18
"t0:0.0, p0:21.48, v0:-0.39.2.0? ",20.6
"t0:0.0, p0:55.79, v0:-0.99.2.0? ",53.71
"t0:0.0, p0:61.7, v0:-0.92.2.0? ",59.76
"t0:0.0, p0:49.85, v0:0.15.2.0? ",50.05
"t0:0.0, p0:62.7, v0:-0.63.2.0? ",61.34
"t0:0.0, p0:69.04, v0:0.62.2.0? ",70.18
"t0:0.0, p0:4.35, v0:-0.76.2.0? ",2.73
"t0:0.0, p0:88.91, v0:-0.56.2.0? ",87.69
"t0:0.0, p0:72.09, v0:-0.36.2.0? ",71.27
"t0:0.0, p0:77.28, v0:0.63.2.0? ",78.44
"t0:0.0, p0:60.34, v0:-0.52.2.0? ",59.2
"t0:0.0, p0:87.07, v0:0.78.2.0? ",88.53
"t0:0.0, p0:36.63, v0:0.0.2.0? ",36.53
"t0:0.0, p0:75.63, v0:-0.84.2.0? ",73.85
"t0:0.0, p0:97.93, v0:-0.81.2.0? ",96.21
"t0:0.0, p0:47.03, v0:0.57.2.0? ",48.07
"t0:0.0, p0:6.41, v0:0.24.2.0? ",6.79
"t0:0.0, p0:65.53, v0:-0.65.2.0? ",64.13
"t0:0.0, p0:4.56, v0:0.35.2.0? ",5.16
"t0:0.0, p0:27.78, v0:0.71.2.0? ",29.1
"t0:0.0, p0:29.77, v0:0.03.2.0? ",29.73
"t0:0.0, p0:86.66, v0:-0.13.2.0? ",86.3
"t0:0.0, p0:39.28, v0:0.52.2.0? ",40.22
"t0:0.0, p0:97.15, v0:0.83.2.0? ",98.71
"t0:0.0, p0:81.04, v0:0.36.2.0? ",81.66
"t0:0.0, p0:97.41, v0:0.87.2.0? ",99.05
"t0:0.0, p0:80.83, v0:-0.89.2.0? ",78.95
"t0:0.0, p0:9.39, v0:0.53.2.0? ",10.35
"t0:0.0, p0:25.75, v0:-0.1.2.0? ",25.45
"t0:0.0, p0:66.61, v0:0.56.2.0? ",67.63
"t0:0.0, p0:65.76, v0:-0.22.2.0? ",65.22
"t0:0.0, p0:89.02, v0:0.88.2.0? ",90.68
"t0:0.0, p0:99.83, v0:0.63.2.0? ",100.99
"t0:0.0, p0:92.82, v0:0.63.2.0? ",93.98
"t0:0.0, p0:98.34, v0:-0.77.2.0? ",96.7
"t0:0.0, p0:84.09, v0:-0.55.2.0? ",82.89
"t0:0.0, p0:62.9, v0:-0.59.2.0? ",61.62
"t0:0.0, p0:62.47, v0:0.65.2.0? ",63.67
"t0:0.0, p0:35.25, v0:-0.7.2.0? ",33.75
"t0:0.0, p0:8.76, v0:-0.81.2.0? ",7.04
"t0:0.0, p0:48.96, v0:0.58.2.0? ",50.02
"t0:0.0, p0:39.74, v0:-0.6.2.0? ",38.44
"t0:0.0, p0:74.29, v0:0.95.2.0? ",76.09
"t0:0.0, p0:7.77, v0:0.75.2.0? ",9.17
"t0:0.0, p0:20.57, v0:0.1.2.0? ",20.67
"t0:0.0, p0:64.95, v0:0.65.2.0? ",66.15
"t0:0.0, p0:25.09, v0:0.19.2.0? ",25.37
"t0:0.0, p0:92.4, v0:-0.09.2.0? ",92.12
"t0:0.0, p0:92.9, v0:0.13.2.0? ",93.06
"t0:0.0, p0:9.28, v0:-0.91.2.0? ",7.36
"t0:0.0, p0:5.88, v0:0.5.2.0? ",6.78
"t0:0.0, p0:50.59, v0:-0.22.2.0? ",50.05
"t0:0.0, p0:47.98, v0:-0.7.2.0? ",46.48
"t0:0.0, p0:92.88, v0:0.7.2.0? ",94.18
"t0:0.0, p0:7.32, v0:0.16.2.0? ",7.54
"t0:0.0, p0:83.63, v0:-0.24.2.0? ",83.05
"t0:0.0, p0:99.15, v0:0.55.2.0? ",100.15
"t0:0.0, p0:56.22, v0:0.04.2.0? ",56.2
"t0:0.0, p0:21.89, v0:-0.72.2.0? ",20.35
"t0:0.0, p0:43.52, v0:-0.87.2.0? ",41.68
"t0:0.0, p0:71.79, v0:0.34.2.0? ",72.37
"t0:0.0, p0:18.53, v0:-0.9.2.0? ",16.63
"t0:0.0, p0:75.79, v0:0.41.2.0? ",76.51
"t0:0.0, p0:7.95, v0:0.58.2.0? ",9.01
"t0:0.0, p0:2.26, v0:-0.88.2.0? ",0.4
"t0:0.0, p0:70.15, v0:0.33.2.0? ",70.71
"t0:0.0, p0:82.05, v0:-0.91.2.0? ",80.13
"t0:0.0, p0:68.17, v0:0.13.2.0? ",68.33
"t0:0.0, p0:56.79, v0:0.82.2.0? ",58.33
"t0:0.0, p0:36.91, v0:-0.26.2.0? ",36.29
"t0:0.0, p0:86.49, v0:-0.9.2.0? ",84.59
"t0:0.0, p0:5.21, v0:-0.08.2.0? ",4.95
"t0:0.0, p0:77.7, v0:0.02.2.0? ",77.64
"t0:0.0, p0:66.57, v0:0.94.2.0? ",68.35
"t0:0.0, p0:68.25, v0:0.39.2.0? ",68.93
"t0:0.0, p0:25.25, v0:-0.84.2.0? ",23.47
"t0:0.0, p0:90.69, v0:-0.04.2.0? ",90.51
"t0:0.0, p0:83.32, v0:0.42.2.0? ",84.06
"t0:0.0, p0:17.75, v0:-0.19.2.0? ",17.27
"t0:0.0, p0:48.2, v0:-0.04.2.0? ",48.02
"t0:0.0, p0:18.16, v0:0.37.2.0? ",18.8
"t0:0.0, p0:82.41, v0:-0.7.2.0? ",80.91
"t0:0.0, p0:60.92, v0:-0.63.2.0? ",59.56
"t0:0.0, p0:9.04, v0:-0.18.2.0? ",8.58
"t0:0.0, p0:50.96, v0:0.5.2.0? ",51.86
"t0:0.0, p0:55.32, v0:0.12.2.0? ",55.46
"t0:0.0, p0:58.99, v0:-0.85.2.0? ",57.19
"t0:0.0, p0:53.73, v0:-0.26.2.0? ",53.11
"t0:0.0, p0:41.81, v0:1.0.2.0? ",43.71
"t0:0.0, p0:68.93, v0:0.54.2.0? ",69.91
"t0:0.0, p0:9.7, v0:0.37.2.0? ",10.34
"t0:0.0, p0:19.89, v0:-0.11.2.0? ",19.57
"t0:0.0, p0:79.76, v0:-0.51.2.0? ",78.64
"t0:0.0, p0:23.8, v0:-0.58.2.0? ",22.54
"t0:0.0, p0:63.38, v0:-0.87.2.0? ",61.54
"t0:0.0, p0:87.41, v0:-0.19.2.0? ",86.93
"t0:0.0, p0:97.65, v0:-0.52.2.0? ",96.51
"t0:0.0, p0:89.31, v0:-0.31.2.0? ",88.59
"t0:0.0, p0:50.91, v0:0.14.2.0? ",51.09
"t0:0.0, p0:51.82, v0:0.57.2.0? ",52.86
"t0:0.0, p0:60.06, v0:0.46.2.0? ",60.88
"t0:0.0, p0:0.23, v0:0.45.2.0? ",1.03
"t0:0.0, p0:53.38, v0:0.86.2.0? ",55.0
"t0:0.0, p0:58.42, v0:0.52.2.0? ",59.36
"t0:0.0, p0:10.29, v0:-0.62.2.0? ",8.95
"t0:0.0, p0:62.56, v0:-0.62.2.0? ",61.22
"t0:0.0, p0:22.19, v0:0.57.2.0? ",23.23
"t0:0.0, p0:34.33, v0:-0.95.2.0? ",32.33
"t0:0.0, p0:98.93, v0:-0.98.2.0? ",96.87
"t0:0.0, p0:96.34, v0:0.72.2.0? ",97.68
"t0:0.0, p0:20.73, v0:-0.39.2.0? ",19.85
"t0:0.0, p0:17.87, v0:0.94.2.0? ",19.65
"t0:0.0, p0:20.18, v0:0.62.2.0? ",21.32
"t0:0.0, p0:23.94, v0:0.79.2.0? ",25.42
"t0:0.0, p0:29.08, v0:0.03.2.0? ",29.04
"t0:0.0, p0:96.17, v0:-0.68.2.0? ",94.71
"t0:0.0, p0:17.25, v0:-0.42.2.0? ",16.31
"t0:0.0, p0:76.61, v0:0.94.2.0? ",78.39
"t0:0.0, p0:78.91, v0:-0.93.2.0? ",76.95
"t0:0.0, p0:27.27, v0:-0.91.2.0? ",25.35
"t0:0.0, p0:72.26, v0:0.15.2.0? ",72.46
"t0:0.0, p0:50.64, v0:-0.36.2.0? ",49.82
"t0:0.0, p0:15.07, v0:-0.22.2.0? ",14.53
"t0:0.0, p0:45.8, v0:-0.48.2.0? ",44.74
"t0:0.0, p0:41.53, v0:0.46.2.0? ",42.35
"t0:0.0, p0:6.14, v0:-0.99.2.0? ",4.06
"t0:0.0, p0:17.43, v0:-0.91.2.0? ",15.51
"t0:0.0, p0:10.18, v0:-0.36.2.0? ",9.36
"t0:0.0, p0:20.22, v0:-0.67.2.0? ",18.78
"t0:0.0, p0:2.81, v0:0.61.2.0? ",3.93
"t0:0.0, p0:7.09, v0:0.99.2.0? ",8.97
"t0:0.0, p0:92.78, v0:0.44.2.0? ",93.56
"t0:0.0, p0:90.77, v0:0.5.2.0? ",91.67
"t0:0.0, p0:22.54, v0:0.19.2.0? ",22.82
"t0:0.0, p0:68.72, v0:-0.3.2.0? ",68.02
"t0:0.0, p0:41.81, v0:0.31.2.0? ",42.33
"t0:0.0, p0:19.83, v0:-0.49.2.0? ",18.75
"t0:0.0, p0:84.9, v0:-0.54.2.0? ",83.72
"t0:0.0, p0:16.03, v0:0.51.2.0? ",16.95
"t0:0.0, p0:64.08, v0:0.91.2.0? ",65.8
"t0:0.0, p0:8.32, v0:-0.01.2.0? ",8.2
"t0:0.0, p0:11.75, v0:0.49.2.0? ",12.63
"t0:0.0, p0:12.32, v0:-0.91.2.0? ",10.4
"t0:0.0, p0:59.85, v0:-0.95.2.0? ",57.85
"t0:0.0, p0:81.15, v0:0.89.2.0? ",82.83
"t0:0.0, p0:63.39, v0:-0.47.2.0? ",62.35
"t0:0.0, p0:12.2, v0:0.49.2.0? ",13.08
"t0:0.0, p0:99.11, v0:0.48.2.0? ",99.97
"t0:0.0, p0:36.72, v0:-0.21.2.0? ",36.2
"t0:0.0, p0:6.33, v0:0.4.2.0? ",7.03
"t0:0.0, p0:20.8, v0:0.25.2.0? ",21.2
"t0:0.0, p0:50.62, v0:0.93.2.0? ",52.38
"t0:0.0, p0:8.03, v0:0.11.2.0? ",8.15
"t0:0.0, p0:73.6, v0:-0.95.2.0? ",71.6
"t0:0.0, p0:54.46, v0:-0.87.2.0? ",52.62
"t0:0.0, p0:60.31, v0:-0.12.2.0? ",59.97
"t0:0.0, p0:66.12, v0:0.77.2.0? ",67.56
"t0:0.0, p0:97.0, v0:0.06.2.0? ",97.02
"t0:0.0, p0:73.91, v0:0.47.2.0? ",74.75
"t0:0.0, p0:3.68, v0:0.12.2.0? ",3.82
"t0:0.0, p0:43.84, v0:0.17.2.0? ",44.08
"t0:0.0, p0:69.94, v0:0.45.2.0? ",70.74
"t0:0.0, p0:29.6, v0:-0.17.2.0? ",29.16
"t0:0.0, p0:12.37, v0:-0.96.2.0? ",10.35
"t0:0.0, p0:96.27, v0:-0.27.2.0? ",95.63
"t0:0.0, p0:33.2, v0:-0.44.2.0? ",32.22
"t0:0.0, p0:49.62, v0:0.14.2.0? ",49.8
"t0:0.0, p0:57.67, v0:0.89.2.0? ",59.35
"t0:0.0, p0:79.59, v0:-0.06.2.0? ",79.37
"t0:0.0, p0:5.71, v0:0.54.2.0? ",6.69
"t0:0.0, p0:30.28, v0:-0.35.2.0? ",29.48
"t0:0.0, p0:96.91, v0:0.67.2.0? ",98.15
"t0:0.0, p0:86.38, v0:-0.97.2.0? ",84.34
"t0:0.0, p0:85.07, v0:0.37.2.0? ",85.71
"t0:0.0, p0:21.39, v0:0.8.2.0? ",22.89
"t0:0.0, p0:29.53, v0:0.59.2.0? ",30.61
"t0:0.0, p0:50.34, v0:0.38.2.0? ",51.0
"t0:0.0, p0:56.08, v0:-0.85.2.0? ",54.28
"t0:0.0, p0:6.81, v0:0.54.2.0? ",7.79
"t0:0.0, p0:57.99, v0:0.81.2.0? ",59.51
"t0:0.0, p0:34.49, v0:-0.03.2.0? ",34.33
"t0:0.0, p0:98.42, v0:-0.73.2.0? ",96.86
"t0:0.0, p0:67.08, v0:0.57.2.0? ",68.12
"t0:0.0, p0:25.77, v0:0.42.2.0? ",26.51
"t0:0.0, p0:47.78, v0:0.79.2.0? ",49.26
"t0:0.0, p0:71.0, v0:0.82.2.0? ",72.54
"t0:0.0, p0:66.06, v0:-0.09.2.0? ",65.78
"t0:0.0, p0:98.4, v0:0.55.2.0? ",99.4
"t0:0.0, p0:4.1, v0:0.5.2.0? ",5.0
"t0:0.0, p0:27.81, v0:0.16.2.0? ",28.03
"t0:0.0, p0:4.63, v0:0.37.2.0? ",5.27
"t0:0.0, p0:79.93, v0:0.04.2.0? ",79.91
"t0:0.0, p0:49.01, v0:0.07.2.0? ",49.05
"t0:0.0, p0:3.96, v0:0.87.2.0? ",5.6
"t0:0.0, p0:23.26, v0:0.19.2.0? ",23.54
"t0:0.0, p0:18.35, v0:0.45.2.0? ",19.15
"t0:0.0, p0:99.91, v0:0.37.2.0? ",100.55
"t0:0.0, p0:69.93, v0:-0.6.2.0? ",68.63
"t0:0.0, p0:44.0, v0:0.68.2.0? ",45.26
"t0:0.0, p0:4.08, v0:0.73.2.0? ",5.44
"t0:0.0, p0:91.88, v0:-0.21.2.0? ",91.36
"t0:0.0, p0:53.98, v0:-0.37.2.0? ",53.14
"t0:0.0, p0:74.36, v0:-0.82.2.0? ",72.62
"t0:0.0, p0:68.42, v0:0.61.2.0? ",69.54
"t0:0.0, p0:11.91, v0:-0.14.2.0? ",11.53
"t0:0.0, p0:95.67, v0:0.06.2.0? ",95.69
"t0:0.0, p0:69.28, v0:0.28.2.0? ",69.74
"t0:0.0, p0:86.96, v0:0.63.2.0? ",88.12
"t0:0.0, p0:58.95, v0:-0.99.2.0? ",56.87
"t0:0.0, p0:42.65, v0:-0.41.2.0? ",41.73
"t0:0.0, p0:49.9, v0:0.54.2.0? ",50.88
"t0:0.0, p0:30.37, v0:0.21.2.0? ",30.69
"t0:0.0, p0:51.54, v0:0.21.2.0? ",51.86
"t0:0.0, p0:32.0, v0:-0.47.2.0? ",30.96
"t0:0.0, p0:46.19, v0:-0.55.2.0? ",44.99
"t0:0.0, p0:52.34, v0:0.85.2.0? ",53.94
"t0:0.0, p0:17.75, v0:0.09.2.0? ",17.83
"t0:0.0, p0:98.93, v0:-0.64.2.0? ",97.55
"t0:0.0, p0:95.39, v0:0.73.2.0? ",96.75
"t0:0.0, p0:22.93, v0:-0.3.2.0? ",22.23
"t0:0.0, p0:51.57, v0:0.38.2.0? ",52.23
"t0:0.0, p0:43.29, v0:-0.54.2.0? ",42.11
"t0:0.0, p0:43.6, v0:0.28.2.0? ",44.06
"t0:0.0, p0:69.73, v0:0.34.2.0? ",70.31
"t0:0.0, p0:49.38, v0:0.97.2.0? ",51.22
"t0:0.0, p0:16.84, v0:-0.24.2.0? ",16.26
"t0:0.0, p0:77.35, v0:-0.61.2.0? ",76.03
"t0:0.0, p0:21.03, v0:-0.71.2.0? ",19.51
"t0:0.0, p0:61.7, v0:0.53.2.0? ",62.66
"t0:0.0, p0:26.34, v0:0.91.2.0? ",28.06
"t0:0.0, p0:96.88, v0:-0.95.2.0? ",94.88
"t0:0.0, p0:10.56, v0:0.22.2.0? ",10.9
"t0:0.0, p0:40.42, v0:-0.86.2.0? ",38.6
"t0:0.0, p0:9.4, v0:-0.69.2.0? ",7.92
"t0:0.0, p0:17.52, v0:-0.39.2.0? ",16.64
"t0:0.0, p0:17.15, v0:0.64.2.0? ",18.33
"t0:0.0, p0:71.65, v0:-0.5.2.0? ",70.55
"t0:0.0, p0:37.97, v0:-0.07.2.0? ",37.73
"t0:0.0, p0:0.55, v0:-0.28.2.0? ",0.0
"t0:0.0, p0:1.85, v0:0.7.2.0? ",3.15
"t0:0.0, p0:92.76, v0:0.35.2.0? ",93.36
"t0:0.0, p0:61.86, v0:0.04.2.0? ",61.84
"t0:0.0, p0:92.02, v0:-0.07.2.0? ",91.78
"t0:0.0, p0:84.77, v0:-0.88.2.0? ",82.91
"t0:0.0, p0:2.99, v0:-0.22.2.0? ",2.45
"t0:0.0, p0:30.58, v0:0.66.2.0? ",31.8
"t0:0.0, p0:40.68, v0:0.8.2.0? ",42.18
"t0:0.0, p0:35.69, v0:-0.72.2.0? ",34.15
"t0:0.0, p0:44.29, v0:0.49.2.0? ",45.17
"t0:0.0, p0:63.67, v0:-0.2.2.0? ",63.17
"t0:0.0, p0:28.9, v0:-0.69.2.0? ",27.42
"t0:0.0, p0:33.97, v0:0.88.2.0? ",35.63
"t0:0.0, p0:10.69, v0:0.17.2.0? ",10.93
"t0:0.0, p0:96.0, v0:0.54.2.0? ",96.98
"t0:0.0, p0:85.57, v0:-0.88.2.0? ",83.71
"t0:0.0, p0:87.59, v0:0.75.2.0? ",88.99
"t0:0.0, p0:16.4, v0:0.15.2.0? ",16.6
"t0:0.0, p0:73.25, v0:0.47.2.0? ",74.09
"t0:0.0, p0:55.45, v0:-0.92.2.0? ",53.51
"t0:0.0, p0:4.71, v0:-0.45.2.0? ",3.71
"t0:0.0, p0:15.68, v0:0.61.2.0? ",16.8
"t0:0.0, p0:43.41, v0:0.36.2.0? ",44.03
"t0:0.0, p0:39.17, v0:-0.9.2.0? ",37.27
"t0:0.0, p0:58.91, v0:-0.48.2.0? ",57.85
"t0:0.0, p0:34.33, v0:-0.36.2.0? ",33.51
"t0:0.0, p0:24.8, v0:0.49.2.0? ",25.68
"t0:0.0, p0:42.18, v0:0.71.2.0? ",43.5
"t0:0.0, p0:53.86, v0:-0.78.2.0? ",52.2
"t0:0.0, p0:9.45, v0:-0.74.2.0? ",7.87
"t0:0.0, p0:18.32, v0:0.2.2.0? ",18.62
"t0:0.0, p0:48.03, v0:0.05.2.0? ",48.03
"t0:0.0, p0:73.88, v0:0.28.2.0? ",74.34
"t0:0.0, p0:35.44, v0:0.02.2.0? ",35.38
"t0:0.0, p0:15.93, v0:0.48.2.0? ",16.79
"t0:0.0, p0:87.85, v0:-0.86.2.0? ",86.03
"t0:0.0, p0:95.13, v0:-0.4.2.0? ",94.23
"t0:0.0, p0:17.82, v0:-0.62.2.0? ",16.48
"t0:0.0, p0:19.3, v0:0.9.2.0? ",21.0
"t0:0.0, p0:89.58, v0:0.88.2.0? ",91.24
"t0:0.0, p0:19.63, v0:0.48.2.0? ",20.49
"t0:0.0, p0:64.53, v0:0.67.2.0? ",65.77
"t0:0.0, p0:97.38, v0:-0.88.2.0? ",95.52
"t0:0.0, p0:65.94, v0:-0.66.2.0? ",64.52
"t0:0.0, p0:95.74, v0:0.43.2.0? ",96.5
"t0:0.0, p0:22.64, v0:0.28.2.0? ",23.1
"t0:0.0, p0:55.79, v0:0.32.2.0? ",56.33
"t0:0.0, p0:94.42, v0:0.48.2.0? ",95.28
"t0:0.0, p0:73.83, v0:-0.96.2.0? ",71.81
"t0:0.0, p0:25.79, v0:0.63.2.0? ",26.95
"t0:0.0, p0:58.68, v0:-0.28.2.0? ",58.02
"t0:0.0, p0:40.89, v0:0.76.2.0? ",42.31
"t0:0.0, p0:76.89, v0:0.65.2.0? ",78.09
"t0:0.0, p0:58.08, v0:0.77.2.0? ",59.52
"t0:0.0, p0:51.3, v0:0.23.2.0? ",51.66
"t0:0.0, p0:40.99, v0:-0.37.2.0? ",40.15
"t0:0.0, p0:7.17, v0:0.28.2.0? ",7.63
"t0:0.0, p0:65.54, v0:-0.34.2.0? ",64.76
"t0:0.0, p0:88.88, v0:-0.81.2.0? ",87.16
"t0:0.0, p0:16.1, v0:-0.07.2.0? ",15.86
"t0:0.0, p0:14.21, v0:0.28.2.0? ",14.67
"t0:0.0, p0:28.91, v0:-0.15.2.0? ",28.51
"t0:0.0, p0:77.25, v0:0.61.2.0? ",78.37
"t0:0.0, p0:98.8, v0:0.6.2.0? ",99.9
"t0:0.0, p0:13.25, v0:-0.98.2.0? ",11.19
"t0:0.0, p0:6.54, v0:0.69.2.0? ",7.82
"t0:0.0, p0:37.8, v0:-0.75.2.0? ",36.2
"t0:0.0, p0:11.78, v0:0.2.2.0? ",12.08
"t0:0.0, p0:99.6, v0:-0.46.2.0? ",98.58
"t0:0.0, p0:96.57, v0:-0.09.2.0? ",96.29
"t0:0.0, p0:13.65, v0:-0.23.2.0? ",13.09
"t0:0.0, p0:8.95, v0:0.36.2.0? ",9.57
"t0:0.0, p0:29.42, v0:-0.72.2.0? ",27.88
"t0:0.0, p0:87.14, v0:0.55.2.0? ",88.14
"t0:0.0, p0:12.37, v0:0.05.2.0? ",12.37
"t0:0.0, p0:53.59, v0:-0.37.2.0? ",52.75
"t0:0.0, p0:78.81, v0:0.72.2.0? ",80.15
"t0:0.0, p0:60.84, v0:-0.68.2.0? ",59.38
"t0:0.0, p0:11.82, v0:-0.56.2.0? ",10.6
"t0:0.0, p0:20.95, v0:0.92.2.0? ",22.69
"t0:0.0, p0:60.01, v0:0.82.2.0? ",61.55
"t0:0.0, p0:84.37, v0:-0.87.2.0? ",82.53
"t0:0.0, p0:45.77, v0:-0.92.2.0? ",43.83
"t0:0.0, p0:29.0, v0:0.48.2.0? ",29.86
"t0:0.0, p0:13.63, v0:0.74.2.0? ",15.01
"t0:0.0, p0:9.87, v0:0.11.2.0? ",9.99
"t0:0.0, p0:42.08, v0:0.11.2.0? ",42.2
"t0:0.0, p0:65.19, v0:0.89.2.0? ",66.87
"t0:0.0, p0:37.8, v0:0.96.2.0? ",39.62
"t0:0.0, p0:15.45, v0:-0.72.2.0? ",13.91
"t0:0.0, p0:4.13, v0:0.36.2.0? ",4.75
"t0:0.0, p0:79.63, v0:0.54.2.0? ",80.61
"t0:0.0, p0:47.14, v0:0.49.2.0? ",48.02
"t0:0.0, p0:64.23, v0:-0.02.2.0? ",64.09
"t0:0.0, p0:19.46, v0:0.39.2.0? ",20.14
"t0:0.0, p0:75.73, v0:-0.66.2.0? ",74.31
"t0:0.0, p0:20.72, v0:0.98.2.0? ",22.58
"t0:0.0, p0:0.2, v0:-0.24.1.0? ",0.0
"t0:0.0, p0:26.55, v0:-0.46.2.0? ",25.53
"t0:0.0, p0:74.94, v0:0.41.2.0? ",75.66
"t0:0.0, p0:36.88, v0:-0.31.2.0? ",36.16
"t0:0.0, p0:85.49, v0:0.43.2.0? ",86.25
"t0:0.0, p0:94.94, v0:0.46.2.0? ",95.76
"t0:0.0, p0:55.68, v0:-0.18.2.0? ",55.22
"t0:0.0, p0:67.38, v0:-0.41.2.0? ",66.46
"t0:0.0, p0:24.0, v0:-0.2.2.0? ",23.5
"t0:0.0, p0:18.37, v0:0.36.2.0? ",18.99
"t0:0.0, p0:47.19, v0:0.76.2.0? ",48.61
"t0:0.0, p0:10.54, v0:0.24.2.0? ",10.92
"t0:0.0, p0:9.5, v0:0.71.2.0? ",10.82
