question,answer
"t0:0.0, p0:44.46, v0:-0.43.6.0? ",40.38
"t0:0.0, p0:20.35, v0:-0.5.1.0? ",19.85
"t0:0.0, p0:77.35, v0:-0.4.4.0? ",75.15
"t0:0.0, p0:71.93, v0:-0.9.4.0? ",67.73
"t0:0.0, p0:7.5, v0:-0.17.5.0? ",5.65
"t0:0.0, p0:38.66, v0:0.7.5.0? ",41.16
"t0:0.0, p0:57.2, v0:0.42.5.0? ",58.3
"t0:0.0, p0:26.63, v0:0.27.2.0? ",27.07
"t0:0.0, p0:41.66, v0:-0.27.4.0? ",39.98
"t0:0.0, p0:14.9, v0:-0.67.2.0? ",13.46
"t0:0.0, p0:37.83, v0:-0.05.4.0? ",37.03
"t0:0.0, p0:22.34, v0:-0.44.3.0? ",20.72
"t0:0.0, p0:76.74, v0:0.81.4.0? ",79.38
"t0:0.0, p0:78.97, v0:0.88.5.0? ",82.37
"t0:0.0, p0:65.49, v0:0.29.1.0? ",65.78
"t0:0.0, p0:44.21, v0:-0.02.6.0? ",42.59
"t0:0.0, p0:98.75, v0:-0.5.5.0? ",95.25
"t0:0.0, p0:38.15, v0:-0.73.5.0? ",33.5
"t0:0.0, p0:34.7, v0:-0.82.3.0? ",31.94
"t0:0.0, p0:93.76, v0:0.94.1.0? ",94.7
"t0:0.0, p0:26.91, v0:-0.09.3.0? ",26.34
"t0:0.0, p0:1.7, v0:-0.74.1.0? ",0.96
"t0:0.0, p0:16.58, v0:0.88.4.0? ",19.5
"t0:0.0, p0:39.82, v0:0.6.3.0? ",41.32
"t0:0.0, p0:74.63, v0:-0.67.6.0? ",69.11
"t0:0.0, p0:14.72, v0:-0.34.6.0? ",11.18
"t0:0.0, p0:99.24, v0:0.48.3.0? ",100.38
"t0:0.0, p0:36.08, v0:-0.98.4.0? ",31.56
"t0:0.0, p0:22.48, v0:-0.3.4.0? ",20.68
"t0:0.0, p0:77.02, v0:-0.11.2.0? ",76.7
"t0:0.0, p0:9.08, v0:-0.55.4.0? ",6.28
"t0:0.0, p0:8.71, v0:-0.92.4.0? ",4.43
"t0:0.0, p0:17.66, v0:-0.23.4.0? ",16.14
"t0:0.0, p0:64.5, v0:0.62.1.0? ",65.12
"t0:0.0, p0:27.85, v0:0.94.5.0? ",31.55
"t0:0.0, p0:3.97, v0:-0.18.2.0? ",3.51
"t0:0.0, p0:11.33, v0:0.07.5.0? ",10.68
"t0:0.0, p0:97.15, v0:0.04.2.0? ",97.13
"t0:0.0, p0:87.04, v0:0.77.3.0? ",89.05
"t0:0.0, p0:26.96, v0:0.14.1.0? ",27.1
"t0:0.0, p0:28.22, v0:0.14.5.0? ",27.92
"t0:0.0, p0:6.79, v0:0.56.1.0? ",7.35
"t0:0.0, p0:42.8, v0:0.14.3.0? ",42.92
"t0:0.0, p0:14.69, v0:0.63.4.0? ",16.61
"t0:0.0, p0:92.75, v0:0.34.2.0? ",93.33
"t0:0.0, p0:15.17, v0:-0.25.1.0? ",14.92
"t0:0.0, p0:2.04, v0:-0.21.1.0? ",1.83
"t0:0.0, p0:32.95, v0:0.04.4.0? ",32.51
"t0:0.0, p0:88.65, v0:0.13.2.0? ",88.81
"t0:0.0, p0:41.89, v0:0.62.3.0? ",43.45
"t0:0.0, p0:61.25, v0:-0.53.1.0? ",60.72
"t0:0.0, p0:9.44, v0:0.11.4.0? ",9.28
"t0:0.0, p0:22.27, v0:-0.05.3.0? ",21.82
"t0:0.0, p0:23.3, v0:0.34.2.0? ",23.88
"t0:0.0, p0:90.64, v0:-0.55.6.0? ",85.84
"t0:0.0, p0:20.67, v0:0.02.3.0? ",20.43
"t0:0.0, p0:50.87, v0:-0.96.1.0? ",49.91
"t0:0.0, p0:49.58, v0:-0.83.4.0? ",45.66
"t0:0.0, p0:85.16, v0:0.71.6.0? ",87.92
"t0:0.0, p0:47.33, v0:-0.02.2.0? ",47.19
"t0:0.0, p0:11.91, v0:-0.55.3.0? ",9.96
"t0:0.0, p0:41.23, v0:0.58.2.0? ",42.29
"t0:0.0, p0:65.52, v0:-0.7.4.0? ",62.12
"t0:0.0, p0:90.46, v0:0.56.6.0? ",92.32
"t0:0.0, p0:42.24, v0:-0.22.2.0? ",41.7
"t0:0.0, p0:59.14, v0:-0.84.3.0? ",56.32
"t0:0.0, p0:55.87, v0:-0.08.6.0? ",53.89
"t0:0.0, p0:0.45, v0:0.14.5.0? ",0.15
"t0:0.0, p0:81.86, v0:-0.32.2.0? ",81.12
"t0:0.0, p0:18.84, v0:-0.83.3.0? ",16.05
"t0:0.0, p0:99.08, v0:-0.95.5.0? ",93.33
"t0:0.0, p0:21.31, v0:0.36.4.0? ",22.15
"t0:0.0, p0:62.71, v0:0.72.1.0? ",63.43
"t0:0.0, p0:73.32, v0:-0.18.5.0? ",71.42
"t0:0.0, p0:81.04, v0:-0.62.1.0? ",80.42
"t0:0.0, p0:85.22, v0:-0.87.3.0? ",82.31
"t0:0.0, p0:48.88, v0:-0.61.3.0? ",46.75
"t0:0.0, p0:26.88, v0:-0.91.3.0? ",23.85
"t0:0.0, p0:13.52, v0:-0.89.1.0? ",12.63
"t0:0.0, p0:41.76, v0:-0.66.4.0? ",38.52
"t0:0.0, p0:43.15, v0:-0.55.6.0? ",38.35
"t0:0.0, p0:72.35, v0:-0.81.4.0? ",68.51
"t0:0.0, p0:50.61, v0:0.34.2.0? ",51.19
"t0:0.0, p0:17.89, v0:0.39.4.0? ",18.85
"t0:0.0, p0:13.46, v0:0.69.4.0? ",15.62
"t0:0.0, p0:78.36, v0:-0.61.3.0? ",76.23
"t0:0.0, p0:18.22, v0:-0.2.2.0? ",17.72
"t0:0.0, p0:85.9, v0:0.72.1.0? ",86.62
"t0:0.0, p0:67.81, v0:-0.18.5.0? ",65.91
"t0:0.0, p0:96.92, v0:-0.11.6.0? ",94.76
"t0:0.0, p0:16.08, v0:-0.7.3.0? ",13.68
"t0:0.0, p0:61.69, v0:-0.23.5.0? ",59.54
"t0:0.0, p0:85.72, v0:0.11.5.0? ",85.27
"t0:0.0, p0:35.22, v0:-0.13.4.0? ",34.1
"t0:0.0, p0:76.26, v0:0.47.1.0? ",76.73
"t0:0.0, p0:21.54, v0:-0.13.4.0? ",20.42
"t0:0.0, p0:35.73, v0:0.35.2.0? ",36.33
"t0:0.0, p0:80.77, v0:-0.46.3.0? ",79.09
"t0:0.0, p0:12.54, v0:-0.96.6.0? ",5.28
"t0:0.0, p0:93.71, v0:-0.04.6.0? ",91.97
"t0:0.0, p0:13.02, v0:-0.41.1.0? ",12.61
"t0:0.0, p0:20.66, v0:-0.87.6.0? ",13.94
"t0:0.0, p0:96.15, v0:0.51.2.0? ",97.07
"t0:0.0, p0:27.93, v0:-0.65.3.0? ",25.68
"t0:0.0, p0:92.18, v0:0.3.3.0? ",92.78
"t0:0.0, p0:13.25, v0:-0.24.5.0? ",11.05
"t0:0.0, p0:35.22, v0:-0.82.4.0? ",31.34
"t0:0.0, p0:15.53, v0:-0.5.6.0? ",11.03
"t0:0.0, p0:31.97, v0:0.04.3.0? ",31.79
"t0:0.0, p0:43.59, v0:-0.37.3.0? ",42.18
"t0:0.0, p0:31.94, v0:-0.29.2.0? ",31.26
"t0:0.0, p0:35.73, v0:0.57.3.0? ",37.14
"t0:0.0, p0:1.06, v0:-0.81.2.0? ",0.0
"t0:0.0, p0:79.87, v0:0.63.2.0? ",81.03
"t0:0.0, p0:13.11, v0:0.1.4.0? ",12.91
"t0:0.0, p0:66.19, v0:0.24.2.0? ",66.57
"t0:0.0, p0:58.87, v0:-0.7.2.0? ",57.37
"t0:0.0, p0:67.07, v0:0.35.5.0? ",67.82
"t0:0.0, p0:79.74, v0:0.16.3.0? ",79.92
"t0:0.0, p0:42.55, v0:-0.65.6.0? ",37.15
"t0:0.0, p0:77.81, v0:0.7.5.0? ",80.31
"t0:0.0, p0:7.1, v0:0.15.6.0? ",6.5
"t0:0.0, p0:96.09, v0:0.88.6.0? ",99.87
"t0:0.0, p0:31.7, v0:-0.67.1.0? ",31.03
"t0:0.0, p0:42.31, v0:0.58.6.0? ",44.29
"t0:0.0, p0:70.48, v0:-0.98.2.0? ",68.42
"t0:0.0, p0:48.45, v0:-0.3.6.0? ",45.15
"t0:0.0, p0:57.49, v0:-0.43.2.0? ",56.53
"t0:0.0, p0:77.61, v0:-0.55.4.0? ",74.81
"t0:0.0, p0:15.66, v0:-0.03.2.0? ",15.5
"t0:0.0, p0:9.98, v0:-0.94.6.0? ",2.84
"t0:0.0, p0:89.51, v0:-0.14.2.0? ",89.13
"t0:0.0, p0:64.64, v0:0.91.2.0? ",66.36
"t0:0.0, p0:71.76, v0:0.39.6.0? ",72.6
"t0:0.0, p0:1.83, v0:-0.1.1.0? ",1.73
"t0:0.0, p0:86.69, v0:-0.41.6.0? ",82.73
"t0:0.0, p0:96.67, v0:-0.82.6.0? ",90.25
"t0:0.0, p0:2.11, v0:0.56.1.0? ",2.67
"t0:0.0, p0:78.03, v0:0.76.6.0? ",81.09
"t0:0.0, p0:96.46, v0:-0.49.3.0? ",94.69
"t0:0.0, p0:18.77, v0:-0.38.1.0? ",18.39
"t0:0.0, p0:50.98, v0:0.12.1.0? ",51.1
"t0:0.0, p0:96.81, v0:0.35.5.0? ",97.56
"t0:0.0, p0:70.76, v0:0.6.6.0? ",72.86
"t0:0.0, p0:5.56, v0:0.52.4.0? ",7.04
"t0:0.0, p0:60.87, v0:-0.81.1.0? ",60.06
"t0:0.0, p0:34.53, v0:-0.78.1.0? ",33.75
"t0:0.0, p0:98.7, v0:0.76.2.0? ",100.12
"t0:0.0, p0:59.55, v0:0.84.6.0? ",63.09
"t0:0.0, p0:21.08, v0:0.55.5.0? ",22.83
"t0:0.0, p0:73.08, v0:0.05.2.0? ",73.08
"t0:0.0, p0:14.75, v0:-0.72.5.0? ",10.15
"t0:0.0, p0:67.59, v0:0.42.5.0? ",68.69
"t0:0.0, p0:23.12, v0:-0.49.3.0? ",21.35
"t0:0.0, p0:6.98, v0:-0.11.4.0? ",5.94
"t0:0.0, p0:10.45, v0:-0.82.5.0? ",5.35
"t0:0.0, p0:90.34, v0:-0.95.3.0? ",87.19
"t0:0.0, p0:45.47, v0:0.96.5.0? ",49.27
"t0:0.0, p0:29.8, v0:-0.37.5.0? ",26.95
"t0:0.0, p0:21.86, v0:-0.57.6.0? ",16.94
"t0:0.0, p0:2.35, v0:0.11.4.0? ",2.19
"t0:0.0, p0:37.45, v0:-0.06.5.0? ",36.15
"t0:0.0, p0:93.9, v0:0.37.2.0? ",94.54
"t0:0.0, p0:91.92, v0:0.91.1.0? ",92.83
"t0:0.0, p0:80.94, v0:-0.48.1.0? ",80.46
"t0:0.0, p0:44.08, v0:-0.68.1.0? ",43.4
"t0:0.0, p0:61.7, v0:0.73.1.0? ",62.43
"t0:0.0, p0:16.94, v0:0.56.1.0? ",17.5
"t0:0.0, p0:97.44, v0:-0.62.3.0? ",95.28
"t0:0.0, p0:56.24, v0:0.26.4.0? ",56.68
"t0:0.0, p0:46.41, v0:-0.94.4.0? ",42.05
"t0:0.0, p0:53.83, v0:0.48.4.0? ",55.15
"t0:0.0, p0:47.63, v0:0.76.2.0? ",49.05
"t0:0.0, p0:45.18, v0:0.44.2.0? ",45.96
"t0:0.0, p0:0.3, v0:0.51.6.0? ",1.86
"t0:0.0, p0:28.25, v0:-0.57.3.0? ",26.24
"t0:0.0, p0:50.22, v0:0.33.1.0? ",50.55
"t0:0.0, p0:97.34, v0:0.09.4.0? ",97.1
"t0:0.0, p0:6.34, v0:0.66.4.0? ",8.38
"t0:0.0, p0:16.75, v0:0.7.3.0? ",18.55
"t0:0.0, p0:19.0, v0:-0.41.5.0? ",15.95
"t0:0.0, p0:96.21, v0:-0.65.1.0? ",95.56
"t0:0.0, p0:86.29, v0:0.31.4.0? ",86.93
"t0:0.0, p0:65.19, v0:-0.24.3.0? ",64.17
"t0:0.0, p0:29.56, v0:0.38.6.0? ",30.34
"t0:0.0, p0:17.36, v0:0.28.1.0? ",17.64
"t0:0.0, p0:32.04, v0:0.13.6.0? ",31.32
"t0:0.0, p0:38.7, v0:0.92.1.0? ",39.62
"t0:0.0, p0:32.27, v0:0.4.4.0? ",33.27
"t0:0.0, p0:66.79, v0:-0.76.4.0? ",63.15
"t0:0.0, p0:5.46, v0:0.24.1.0? ",5.7
"t0:0.0, p0:60.71, v0:0.15.6.0? ",60.11
"t0:0.0, p0:33.06, v0:-0.24.5.0? ",30.86
"t0:0.0, p0:3.85, v0:0.23.5.0? ",4.0
"t0:0.0, p0:93.98, v0:-0.62.6.0? ",88.76
"t0:0.0, p0:9.11, v0:0.94.2.0? ",10.89
"t0:0.0, p0:68.89, v0:-0.19.6.0? ",66.25
"t0:0.0, p0:74.7, v0:0.06.2.0? ",74.72
"t0:0.0, p0:98.07, v0:0.64.2.0? ",99.25
"t0:0.0, p0:16.77, v0:-0.5.5.0? ",13.27
"t0:0.0, p0:11.32, v0:-0.54.1.0? ",10.78
"t0:0.0, p0:16.47, v0:-0.23.6.0? ",13.59
"t0:0.0, p0:28.03, v0:-0.75.2.0? ",26.43
"t0:0.0, p0:45.02, v0:0.56.1.0? ",45.58
"t0:0.0, p0:24.62, v0:-0.48.3.0? ",22.88
"t0:0.0, p0:28.94, v0:-0.68.5.0? ",24.54
"t0:0.0, p0:65.98, v0:-0.97.3.0? ",62.77
"t0:0.0, p0:62.78, v0:0.83.6.0? ",66.26
"t0:0.0, p0:3.42, v0:-0.95.4.0? ",0.0
"t0:0.0, p0:3.6, v0:-0.75.1.0? ",2.85
"t0:0.0, p0:24.91, v0:-0.73.6.0? ",19.03
"t0:0.0, p0:13.93, v0:0.12.5.0? ",13.53
"t0:0.0, p0:33.13, v0:0.35.4.0? ",33.93
"t0:0.0, p0:28.0, v0:0.62.4.0? ",29.88
"t0:0.0, p0:94.91, v0:-0.04.4.0? ",94.15
"t0:0.0, p0:76.28, v0:0.41.5.0? ",77.33
"t0:0.0, p0:83.36, v0:-0.1.2.0? ",83.06
"t0:0.0, p0:59.96, v0:-0.58.1.0? ",59.38
"t0:0.0, p0:32.36, v0:0.78.4.0? ",34.88
"t0:0.0, p0:4.38, v0:0.66.3.0? ",6.06
"t0:0.0, p0:37.44, v0:0.68.6.0? ",40.02
"t0:0.0, p0:13.99, v0:-0.7.5.0? ",9.49
"t0:0.0, p0:8.34, v0:-0.47.2.0? ",7.3
"t0:0.0, p0:39.59, v0:-0.22.1.0? ",39.37
"t0:0.0, p0:72.84, v0:0.08.5.0? ",72.24
"t0:0.0, p0:21.39, v0:-0.11.5.0? ",19.84
"t0:0.0, p0:80.38, v0:0.51.5.0? ",81.93
"t0:0.0, p0:33.46, v0:0.34.3.0? ",34.18
"t0:0.0, p0:75.97, v0:-0.38.1.0? ",75.59
"t0:0.0, p0:3.33, v0:-0.09.6.0? ",1.29
"t0:0.0, p0:26.7, v0:0.0.2.0? ",26.6
"t0:0.0, p0:84.17, v0:0.02.2.0? ",84.11
"t0:0.0, p0:55.02, v0:-0.34.4.0? ",53.06
"t0:0.0, p0:73.46, v0:0.04.1.0? ",73.5
"t0:0.0, p0:32.69, v0:-0.97.2.0? ",30.65
"t0:0.0, p0:55.95, v0:0.79.6.0? ",59.19
"t0:0.0, p0:20.74, v0:0.68.5.0? ",23.14
"t0:0.0, p0:83.31, v0:0.09.4.0? ",83.07
"t0:0.0, p0:52.46, v0:-0.64.1.0? ",51.82
"t0:0.0, p0:76.55, v0:-0.44.1.0? ",76.11
"t0:0.0, p0:89.73, v0:0.98.4.0? ",93.05
"t0:0.0, p0:81.07, v0:-0.03.3.0? ",80.68
"t0:0.0, p0:82.54, v0:-0.04.5.0? ",81.34
"t0:0.0, p0:98.65, v0:0.66.1.0? ",99.31
"t0:0.0, p0:84.08, v0:0.14.1.0? ",84.22
"t0:0.0, p0:68.62, v0:-0.62.6.0? ",63.4
"t0:0.0, p0:54.35, v0:0.34.6.0? ",54.89
"t0:0.0, p0:53.04, v0:0.28.4.0? ",53.56
"t0:0.0, p0:36.94, v0:0.31.6.0? ",37.3
"t0:0.0, p0:2.37, v0:-0.99.3.0? ",0.0
"t0:0.0, p0:14.67, v0:-0.16.4.0? ",13.43
"t0:0.0, p0:23.49, v0:-0.32.5.0? ",20.89
"t0:0.0, p0:72.37, v0:0.6.6.0? ",74.47
"t0:0.0, p0:80.07, v0:-0.28.2.0? ",79.41
"t0:0.0, p0:84.83, v0:-0.91.6.0? ",77.87
"t0:0.0, p0:0.21, v0:-0.04.3.0? ",0.0
"t0:0.0, p0:34.91, v0:-0.13.1.0? ",34.78
"t0:0.0, p0:8.01, v0:0.74.1.0? ",8.75
"t0:0.0, p0:69.64, v0:-0.37.1.0? ",69.27
"t0:0.0, p0:10.38, v0:0.2.3.0? ",10.68
"t0:0.0, p0:26.78, v0:-0.29.3.0? ",25.61
"t0:0.0, p0:4.9, v0:-0.53.1.0? ",4.37
"t0:0.0, p0:13.11, v0:-0.63.3.0? ",10.92
"t0:0.0, p0:87.31, v0:0.47.2.0? ",88.15
"t0:0.0, p0:21.33, v0:0.02.2.0? ",21.27
"t0:0.0, p0:8.26, v0:0.92.2.0? ",10.0
"t0:0.0, p0:25.84, v0:-0.51.6.0? ",21.28
"t0:0.0, p0:23.73, v0:0.79.1.0? ",24.52
"t0:0.0, p0:24.09, v0:0.84.2.0? ",25.67
"t0:0.0, p0:36.33, v0:0.09.2.0? ",36.41
"t0:0.0, p0:9.97, v0:0.59.3.0? ",11.44
"t0:0.0, p0:75.59, v0:-0.6.5.0? ",71.59
"t0:0.0, p0:78.32, v0:0.49.3.0? ",79.49
"t0:0.0, p0:71.37, v0:0.74.2.0? ",72.75
"t0:0.0, p0:79.88, v0:0.03.6.0? ",78.56
"t0:0.0, p0:21.09, v0:0.35.1.0? ",21.44
"t0:0.0, p0:62.75, v0:0.02.5.0? ",61.85
"t0:0.0, p0:95.33, v0:-0.34.2.0? ",94.55
"t0:0.0, p0:46.64, v0:0.17.3.0? ",46.85
"t0:0.0, p0:77.02, v0:0.14.6.0? ",76.36
"t0:0.0, p0:39.73, v0:-0.67.2.0? ",38.29
"t0:0.0, p0:86.06, v0:0.65.5.0? ",88.31
"t0:0.0, p0:17.62, v0:-0.78.6.0? ",11.44
"t0:0.0, p0:62.68, v0:-0.01.1.0? ",62.67
"t0:0.0, p0:25.93, v0:0.4.6.0? ",26.83
"t0:0.0, p0:24.07, v0:0.03.5.0? ",23.22
"t0:0.0, p0:80.09, v0:0.6.6.0? ",82.19
"t0:0.0, p0:58.27, v0:0.11.5.0? ",57.82
"t0:0.0, p0:98.97, v0:0.1.5.0? ",98.47
"t0:0.0, p0:40.84, v0:-0.41.4.0? ",38.6
"t0:0.0, p0:28.78, v0:0.72.4.0? ",31.06
"t0:0.0, p0:23.26, v0:-0.12.3.0? ",22.6
"t0:0.0, p0:48.87, v0:0.98.3.0? ",51.51
"t0:0.0, p0:94.28, v0:0.03.6.0? ",92.96
"t0:0.0, p0:56.14, v0:0.76.3.0? ",58.12
"t0:0.0, p0:18.38, v0:-0.74.2.0? ",16.8
"t0:0.0, p0:7.76, v0:-0.02.2.0? ",7.62
"t0:0.0, p0:29.57, v0:-0.11.1.0? ",29.46
"t0:0.0, p0:63.18, v0:-0.92.5.0? ",57.58
"t0:0.0, p0:80.05, v0:0.03.6.0? ",78.73
"t0:0.0, p0:36.25, v0:-0.77.4.0? ",32.57
"t0:0.0, p0:92.02, v0:0.54.1.0? ",92.56
"t0:0.0, p0:74.4, v0:0.64.5.0? ",76.6
"t0:0.0, p0:1.56, v0:0.08.3.0? ",1.5
"t0:0.0, p0:70.4, v0:-0.88.5.0? ",65.0
"t0:0.0, p0:66.61, v0:0.94.1.0? ",67.55
"t0:0.0, p0:8.86, v0:0.61.4.0? ",10.7
"t0:0.0, p0:7.1, v0:0.81.4.0? ",9.74
"t0:0.0, p0:13.41, v0:0.08.3.0? ",13.35
"t0:0.0, p0:79.45, v0:-0.43.5.0? ",76.3
"t0:0.0, p0:25.31, v0:-0.23.4.0? ",23.79
"t0:0.0, p0:86.33, v0:0.32.3.0? ",86.99
"t0:0.0, p0:27.71, v0:-1.0.6.0? ",20.21
"t0:0.0, p0:34.04, v0:-0.02.1.0? ",34.02
"t0:0.0, p0:65.53, v0:0.09.5.0? ",64.98
"t0:0.0, p0:14.07, v0:-0.99.6.0? ",6.63
"t0:0.0, p0:81.12, v0:0.61.3.0? ",82.65
"t0:0.0, p0:67.65, v0:-0.29.5.0? ",65.2
"t0:0.0, p0:73.99, v0:-0.43.3.0? ",72.4
"t0:0.0, p0:73.95, v0:0.34.2.0? ",74.53
"t0:0.0, p0:44.53, v0:0.37.5.0? ",45.38
"t0:0.0, p0:25.4, v0:-0.62.5.0? ",21.3
"t0:0.0, p0:94.95, v0:0.8.2.0? ",96.45
"t0:0.0, p0:85.99, v0:-0.51.1.0? ",85.48
"t0:0.0, p0:35.29, v0:-0.44.2.0? ",34.31
"t0:0.0, p0:86.32, v0:-0.23.6.0? ",83.44
"t0:0.0, p0:47.44, v0:-0.74.3.0? ",44.92
"t0:0.0, p0:30.05, v0:0.97.5.0? ",33.9
"t0:0.0, p0:90.01, v0:0.56.2.0? ",91.03
"t0:0.0, p0:94.77, v0:0.0.5.0? ",93.77
"t0:0.0, p0:22.49, v0:0.94.6.0? ",26.63
"t0:0.0, p0:19.21, v0:-0.48.1.0? ",18.73
"t0:0.0, p0:92.93, v0:-0.32.1.0? ",92.61
"t0:0.0, p0:67.82, v0:-0.16.5.0? ",66.02
"t0:0.0, p0:11.49, v0:0.63.1.0? ",12.12
"t0:0.0, p0:59.52, v0:0.85.4.0? ",62.32
"t0:0.0, p0:44.85, v0:-0.9.2.0? ",42.95
"t0:0.0, p0:95.86, v0:-0.32.1.0? ",95.54
"t0:0.0, p0:33.58, v0:-0.85.3.0? ",30.73
"t0:0.0, p0:87.06, v0:0.66.2.0? ",88.28
"t0:0.0, p0:48.77, v0:-0.12.6.0? ",46.55
"t0:0.0, p0:6.35, v0:-0.56.3.0? ",4.37
"t0:0.0, p0:31.6, v0:-0.17.1.0? ",31.43
"t0:0.0, p0:4.82, v0:0.9.1.0? ",5.72
"t0:0.0, p0:30.96, v0:-0.18.1.0? ",30.78
"t0:0.0, p0:43.15, v0:0.62.3.0? ",44.71
"t0:0.0, p0:80.0, v0:-0.85.3.0? ",77.15
"t0:0.0, p0:84.37, v0:0.34.4.0? ",85.13
"t0:0.0, p0:34.4, v0:-0.04.6.0? ",32.66
"t0:0.0, p0:83.13, v0:-0.31.6.0? ",79.77
"t0:0.0, p0:30.16, v0:0.59.3.0? ",31.63
"t0:0.0, p0:89.99, v0:-0.19.6.0? ",87.35
"t0:0.0, p0:9.43, v0:-0.77.4.0? ",5.75
"t0:0.0, p0:15.42, v0:-0.97.3.0? ",12.21
"t0:0.0, p0:46.26, v0:0.1.4.0? ",46.06
"t0:0.0, p0:83.78, v0:0.98.2.0? ",85.64
"t0:0.0, p0:81.03, v0:-0.66.5.0? ",76.73
"t0:0.0, p0:10.86, v0:0.32.1.0? ",11.18
"t0:0.0, p0:51.06, v0:0.54.4.0? ",52.62
"t0:0.0, p0:67.9, v0:-0.44.3.0? ",66.28
"t0:0.0, p0:24.09, v0:-0.52.4.0? ",21.41
"t0:0.0, p0:68.54, v0:0.9.5.0? ",72.04
"t0:0.0, p0:54.93, v0:-0.78.3.0? ",52.29
"t0:0.0, p0:8.07, v0:0.58.5.0? ",9.97
"t0:0.0, p0:30.59, v0:0.13.1.0? ",30.72
"t0:0.0, p0:80.12, v0:0.85.2.0? ",81.72
"t0:0.0, p0:28.27, v0:0.39.6.0? ",29.11
"t0:0.0, p0:78.74, v0:-0.88.6.0? ",71.96
"t0:0.0, p0:22.31, v0:0.26.3.0? ",22.79
"t0:0.0, p0:52.75, v0:-0.37.6.0? ",49.03
"t0:0.0, p0:60.4, v0:0.58.2.0? ",61.46
"t0:0.0, p0:57.62, v0:0.65.5.0? ",59.87
"t0:0.0, p0:25.88, v0:-0.53.1.0? ",25.35
"t0:0.0, p0:17.91, v0:-0.02.2.0? ",17.77
"t0:0.0, p0:62.18, v0:0.63.6.0? ",64.46
"t0:0.0, p0:17.71, v0:-0.63.3.0? ",15.52
"t0:0.0, p0:75.13, v0:0.6.4.0? ",76.93
"t0:0.0, p0:24.77, v0:-0.0.3.0? ",24.47
"t0:0.0, p0:86.6, v0:0.68.5.0? ",89.0
"t0:0.0, p0:49.78, v0:0.07.5.0? ",49.13
"t0:0.0, p0:7.46, v0:-0.62.6.0? ",2.24
"t0:0.0, p0:39.38, v0:0.85.2.0? ",40.98
"t0:0.0, p0:58.47, v0:0.55.3.0? ",59.82
"t0:0.0, p0:38.7, v0:-0.97.2.0? ",36.66
"t0:0.0, p0:80.15, v0:-0.68.2.0? ",78.69
"t0:0.0, p0:77.4, v0:-0.34.6.0? ",73.86
"t0:0.0, p0:50.41, v0:0.23.2.0? ",50.77
"t0:0.0, p0:1.45, v0:0.93.2.0? ",3.21
"t0:0.0, p0:4.23, v0:0.88.6.0? ",8.01
"t0:0.0, p0:25.6, v0:-0.82.1.0? ",24.78
"t0:0.0, p0:57.55, v0:0.42.4.0? ",58.63
"t0:0.0, p0:27.28, v0:-0.11.5.0? ",25.73
"t0:0.0, p0:58.34, v0:-0.1.5.0? ",56.84
"t0:0.0, p0:73.63, v0:-0.85.3.0? ",70.78
"t0:0.0, p0:72.21, v0:-0.19.4.0? ",70.85
"t0:0.0, p0:8.51, v0:0.99.6.0? ",12.95
"t0:0.0, p0:0.24, v0:0.32.5.0? ",0.84
"t0:0.0, p0:48.73, v0:0.5.2.0? ",49.63
"t0:0.0, p0:96.32, v0:0.64.1.0? ",96.96
"t0:0.0, p0:7.05, v0:0.44.5.0? ",8.25
"t0:0.0, p0:13.21, v0:-0.09.4.0? ",12.25
"t0:0.0, p0:50.79, v0:-0.3.6.0? ",47.49
"t0:0.0, p0:33.7, v0:-0.29.4.0? ",31.94
"t0:0.0, p0:66.9, v0:-0.7.3.0? ",64.5
"t0:0.0, p0:34.98, v0:0.68.6.0? ",37.56
"t0:0.0, p0:36.31, v0:0.84.3.0? ",38.53
"t0:0.0, p0:98.21, v0:-0.05.4.0? ",97.41
"t0:0.0, p0:19.46, v0:0.54.2.0? ",20.44
"t0:0.0, p0:66.63, v0:0.36.5.0? ",67.43
"t0:0.0, p0:41.15, v0:-0.29.3.0? ",39.98
"t0:0.0, p0:5.03, v0:0.99.1.0? ",6.02
"t0:0.0, p0:97.3, v0:-0.94.4.0? ",92.94
"t0:0.0, p0:62.74, v0:-0.37.4.0? ",60.66
"t0:0.0, p0:62.27, v0:-0.96.2.0? ",60.25
"t0:0.0, p0:81.05, v0:0.96.3.0? ",83.63
"t0:0.0, p0:5.27, v0:0.73.1.0? ",6.0
"t0:0.0, p0:39.46, v0:0.9.3.0? ",41.86
"t0:0.0, p0:29.34, v0:-0.63.1.0? ",28.71
"t0:0.0, p0:42.35, v0:-0.47.5.0? ",39.0
"t0:0.0, p0:55.74, v0:-0.16.1.0? ",55.58
"t0:0.0, p0:47.43, v0:0.23.4.0? ",47.75
"t0:0.0, p0:72.72, v0:0.83.1.0? ",73.55
"t0:0.0, p0:24.01, v0:0.07.5.0? ",23.36
"t0:0.0, p0:93.33, v0:0.64.3.0? ",94.95
"t0:0.0, p0:70.17, v0:-0.46.6.0? ",65.91
"t0:0.0, p0:90.99, v0:-0.96.2.0? ",88.97
"t0:0.0, p0:71.56, v0:-0.95.2.0? ",69.56
"t0:0.0, p0:43.13, v0:-0.64.6.0? ",37.79
"t0:0.0, p0:57.57, v0:-0.82.4.0? ",53.69
"t0:0.0, p0:45.58, v0:-0.38.1.0? ",45.2
